1716820082.786167, start program
1716820098.704736, load data
1716820098.817089, finish loading data
1716820099.331164, save model
1716820099.397915, done save model
1716820099.398017, start epoch 0
1716820099.398084, start phase train
1716820135.217658, start phase val
1716820137.384002, start epoch 1
1716820137.384192, start phase train
1716820172.439415, start phase val
1716820174.542955, start epoch 2
1716820174.543118, start phase train
1716820209.975967, start phase val
1716820211.908884, end
