1716821075.915557, start program
1716821096.379063, load data
1716821096.483122, finish loading data
1716821096.886002, save model
1716821096.954492, done save model
1716821096.954598, start epoch 0
1716821096.954657, start phase train
1716821132.458939, start phase val
1716821134.562537, start epoch 1
1716821134.562691, start phase train
1716821169.651559, start phase val
1716821171.813497, start epoch 2
1716821171.813683, start phase train
1716821207.001635, start phase val
1716821209.069718, end
