1716821662.140425, start program
1716821681.257752, load data
1716821681.362374, finish loading data
1716821681.767022, save model
1716821681.833142, done save model
1716821681.833245, start epoch 0
1716821681.833302, start phase train
1716821717.426245, start phase val
1716821719.556137, start epoch 1
1716821719.556277, start phase train
1716821754.786916, start phase val
1716821756.829648, start epoch 2
1716821756.829856, start phase train
1716821791.976685, start phase val
1716821794.018963, end
