1716821857.474050, start program
1716821877.038511, load data
1716821877.137888, finish loading data
1716821877.576998, save model
1716821877.643929, done save model
1716821877.644032, start epoch 0
1716821877.644095, start phase train
1716821913.253163, start phase val
1716821915.292701, start epoch 1
1716821915.292860, start phase train
1716821950.662265, start phase val
1716821952.764142, start epoch 2
1716821952.764293, start phase train
1716821988.014746, start phase val
1716821990.108691, end
