1716822249.741333, start program
1716822270.181875, load data
1716822270.286930, finish loading data
1716822270.694072, save model
1716822270.759830, done save model
1716822270.759940, start epoch 0
1716822270.760011, start phase train
1716822306.033085, start phase val
1716822308.086981, start epoch 1
1716822308.087119, start phase train
1716822343.171813, start phase val
1716822345.284873, start epoch 2
1716822345.285054, start phase train
1716822380.510272, start phase val
1716822382.384921, end
